345.79688,379.40625
335.91776,379.40625
326.03864,379.40625
316.1595,379.40625
306.28036,379.40625
302.79688,373.01062
302.79688,363.13147
304.95078,355.40625
314.8299,355.40625
324.709,355.40625
334.58813,355.40625
344.4673,355.40625
354.3464,355.40625
364.22552,355.40625
374.10468,355.40625
383.9838,355.40625
393.8629,355.40625
403.74203,355.40625
413.62115,355.40625
420.0,358.90656
420.0,368.78568
420.0,378.6648
410.8623,379.40625
400.9832,379.40625
391.10406,379.40625
381.22495,379.40625
377.0,385.06042
377.0,394.93958
377.0,404.8187
377.0,414.6978
377.0,424.57697
377.0,434.4561
377.0,444.3352
377.0,454.21432
377.0,464.09344
377.0,473.9726
377.0,483.8517
377.0,493.73083
373.39,500.0
363.5109,500.0
353.63177,500.0
345.79688,497.95578
345.79688,488.07666
345.79688,478.1975
345.79688,468.3184
345.79688,458.43927
345.79688,448.56012
345.79688,438.681
345.79688,428.80188
345.79688,418.92276
345.79688,409.04364
345.79688,399.1645
345.79688,389.28537
472.0,399.0
472.0,408.86963
472.0,418.73923
472.0,428.60883
472.0,438.47845
472.0,448.34808
472.0,458.21768
472.29263,468.0795
475.6641,477.17822
484.2175,481.40625
494.08713,481.40625
502.48074,476.48065
506.22394,467.39847
506.73773,457.54224
506.79688,447.67416
506.79688,437.80453
506.79688,427.93494
506.79688,418.0653
506.79688,408.1957
507.4708,399.0
517.3404,399.0
527.21,399.0
537.07965,399.0
537.2031,408.74612
537.2031,418.61572
537.2031,428.48535
537.2031,438.35495
537.2031,448.22458
537.2031,458.09418
537.2618,467.96307
537.48334,477.83017
537.74414,487.69595
538.18506,497.5489
531.21027,500.0
521.34064,500.0
511.47104,500.0
509.18726,491.82724
505.99414,490.26828
498.8697,496.9713
490.02734,501.1626
480.41675,502.59375
470.54712,502.59375
461.5347,498.96268
452.73654,494.51346
446.74088,486.6748
443.32196,477.4748
442.11606,467.69458
442.0,457.82663
442.0,447.95703
442.0,438.0874
442.0,428.21777
442.0,418.34818
442.0,408.47858
442.39105,399.0
452.26068,399.0
462.13028,399.0
561.18506,423.79688
560.9005,413.88428
560.2527,403.98923
564.28046,398.59375
574.19836,398.59375
584.1163,398.59375
587.7883,405.03363
588.0917,414.94693
591.34106,411.92233
597.78534,404.58862
606.4529,400.13782
616.05505,398.1112
622.5913,401.78128
622.5913,411.69922
622.5913,421.61713
616.08215,424.41898
606.4194,425.55124
597.4849,429.31143
591.9441,437.27524
590.7788,447.11008
590.7788,457.028
590.7788,466.94592
590.7788,476.86386
590.7788,486.78177
590.7788,496.6997
584.1612,500.0
574.2432,500.0
564.3253,500.0
561.18506,493.22235
561.18506,483.3044
561.18506,473.3865
561.18506,463.46857
561.18506,453.55066
561.18506,443.63272
561.18506,433.71478
716.5913,452.0
716.1322,442.41898
714.2081,433.11728
710.1495,424.59393
703.28534,417.8867
693.8843,417.40625
684.8854,418.9549
677.79047,425.416
674.19055,434.31223
673.1358,443.7799
672.99756,453.373
672.99756,462.97003
677.0475,471.16953
